ID,분류,전시형태,작동방식,제목,내용,영문 내용,세부 설명,영문 세부 설명,비고 및 주의사항,상태,영문,사진1,사진2
탐구-6,"에너지 숲
Energy Forest",패널,텍스트,"에너지 하베스팅 트리
Energy Harvesting Tree","에너지 하베스팅이란 우리 주변에서 쓸모없이 버려지는 에너지를 모아 전기로 바꾸는 기술을 말해요. 우리가 걷거나 뛰면서 생기는 신체 에너지를 이용해 전기를 만들 수 있어요. 몸을 움직여 에너지 나무를 반짝 반짝 빛내주세요.
천천히 돌려주세요
손을 넣지 말아주세요. 안전이 최우선입니다.","Energy harvesting is a cool technology that collects wasted energy around us and turns it into electricity! We can even make electricity using the energy from our bodies when we walk or run. Move your body and make the Energy Tree shine bright!
Please turn it slowly.
Please do not put your hands inside. Safety first!",발판을 밟을수록 나무가 밝아져요,"The more you step on the pedals, the brighter the tree shines!",,,,,
,,패널,텍스트,"에너지숲 패널
Energy Forest Pannel","작품명 | 에너지 숲 2017 작가 | 김동원 Kim, Dongone
이 전시물은 나무, 바람, 물 등 숲을 구성하는 요소들을 소재로
6종류의 공을 이용하여 다양한 형태의 ""에너지 보존의 법칙""을 표현하고자 하였습니다.
손으로 핸들을 돌려 기계를 움직이게 하는 체험을 통해 인간과 기계의 소통을 추구하였고, 공의 위치에너지가 운동에너지로 전환되는 과정을 볼 수 있도록 하였습니다.","Artwork | Energy Forest 2017 Artist | Kim, Dongone
This artwork uses things from the forest like trees, wind, and water!
Using six different kinds of balls, it shows how the rule of keeping energy works in many ways.
By turning the handle to move the machine, you can see how humans and machines work together, and watch how the ball's high-up energy turns into moving energy!",,,,,,,
탐구-7,에너지 Energy,패널,텍스트,"열에너지
Thermal energy","열에너지는 물체를 따뜻하게 만드는 에너지를 말해요.
나무, 화석 연료를 태우면 나오는 열에너지를 이용해 물체를 움직이거나, 다른 에너지로 바꿀 수 있어요.
아래 버튼을 눌러 열에너지가 만들어낸 세상의 변화를 확인해 보세요.
버튼: 열팽창, 증기기관, 발전소, 자동차, 비행기, 로켓","Thermal energy is the energy that makes things warm!
When we burn wood or fossil fuels, we get thermal energy. We can use this heat to move things or change it into other kinds of energy!
Press the buttons below to see how thermal energy has changed the world!
Buttons: Heat Expansion, Steam Engine, Power Plant, Car, Airplane, Rocket",아크릴 안에 손을 넣지 말아주세요.,Do not put your hands inside the clear plastic box.,,,,,
탐구-8,,체험,"작동형
(자석퍼즐)","에너지 퀴즈
Energy Quiz","에너지는 우리 삶의 모든 곳에 존재합니다.
퀴즈를 통해 에너지에 대해 알아보고, 지속 가능한 미래를 위한 아이디어를 함께 나눠보아요.

질문에 맞는 답을 찾아 붙여주세요.","Energy is everywhere in our lives!
Let's take a quiz to learn about energy and share ideas for a healthy, green future together!

Find the right answer and stick it to the question!","Q1. 우리가 사용하는 에너지! 주로 무엇으로 만들까요?
> 화석연료를 태워 만들어요

Q2. 화석연료를 태우면 어떤 에너지를 얻을 수 있나요?
> 열에너지, 전기에너지

Q3. 화석 연료를 태울 때, 가장 많이 나오는 물질은 무엇일까요?
>이산화탄소

Q4. 화석 연료를 태우면 생기는 문제점은 무엇일까요?
> 기후변화를 일으켜요, 환경오염을 일으켜요

Q5. 화석 연료를 대신할 수 있는 새로운 에너지들은 무엇이 있을까요?
> 버려진 에너지를 다시 모으는 에너지 하베스팅, 자연에서 얻을 수 있고 계속해서 다시 생겨나는 재생에너지, 새로운 에너지를 만드는 신에너지

Q6. 우리가 할 수 있는 에너지 절약! 무엇이 있을까요?
> 사용하지 않는 기계의 코드를 뽑아요, 집 온도를 일정하게 유지해요, 쓰레기는 분리배출을 해요.","Q1. Where does the energy we use mostly come from?
We make it by burning fossil fuels!

Q2. What kind of energy do we get when we burn fossil fuels?
Thermal energy and electrical energy!

Q3. What comes out the most when we burn fossil fuels?
Carbon dioxide!

Q4. What problems happen when we burn fossil fuels?
It changes the climate and pollutes the environment!

Q5. What new energies can we use instead of fossil fuels?
Energy Harvesting to collect wasted energy, Renewable Energy that comes from nature and never runs out, and New Energy created with cool new ideas!

Q6. How can we save energy?
Unplug machines we are not using, keep the house at a steady temperature, and always recycle our trash!",,,,,
탐구-9,,패널,텍스트,"파스칼의 원리
Pascal's Principle","파스칼의 원리 Pascal's Principle
When you press on one side of a container filled with water or air, the force spreads evenly throughout the inside of the container.
This is called Pascal's principle.
Using this principle, you can lift a heavy object with a small amount of force.","Pascal's Principle
When you press on one side of a container filled with water or air, the force spreads evenly throughout the inside of the container.
This is called Pascal's principle.
Using this principle, you can lift a heavy object with a small amount of force.",,,,,"국문
부재",,
,,체험,"작동형
(유압체험)","체험방법
Try it","첫 번째! 조심조심 ~ 앉아봅시다
빨간불 일때 체험 가능 상태!
-> 준비하고 의자에 앉아봅시다.
Red light: ready to sit down for experience

두 번째!
초록불 일때 무게 감지 상태!
-> 파스칼의 원리를 체험 해봅시다.
Green light: working on exhibition

마지막! 조심조심 ~ 내려오세요
노란불 일때 재정비 상태!
-> 체험이 끝나고 내려오면 유압프레스가 다시 원위치로 돌아가요.
Yellow light: working back to position","1. Red light: ready to sit down for experience
First! Sit down carefully.
Red Light means it's ready!
Get ready and sit on the chair.

2. Green light: working on exhibition
Second!
Green Light means it feels your weight!
Let's experience Pascal's Principle together.

3. Yellow light: working back to position
Last! Step down carefully.
Yellow Light means it is resetting!
When you finish and step down, the machine goes back to its starting spot.","발이 끼지 않게 조심하세요!
기대거나 앉지 마세요

어른이 두 명이상 앉지 마세요. 손잡이를 꼭 잡아요.
어린이만 앉아주세요. 손잡이를 꼭 잡아요.

가벼운 사람은 작은 의자에, 무거운 사람은 큰 의자에 앉아 주세요.
Please lighter people sit on the small chair, and heavier people sit on the large chair.","Be careful not to get your feet caught!
Please do not lean or sit here.

No more than two adults can sit here. Hold the handles tightly!
Only children can sit here. Hold the handles tightly!

Please lighter people sit on the small chair, and heavier people sit on the large chair.",,자동 방식으로 변경됨 수시 점검,,,
탐구-10,,패널,텍스트,"부력
Buoyancy","부력 Buoyancy
공기나 물속에 있는 물체를 위로 떠오르게 하는 힘을 말해요.
무거운 배가 물에 뜨는 이유도 부력 때문이에요.
공기 펌프를 눌러 문어가 어떻게 움직이는지 관찰하세요.
공기 펌프를 꾹 눌러보아요!","Buoyancy
Buoyancy is the superpower that makes things float up in the air or water!
It is the same power that keeps heavy ships floating on the sea.
Press the air pump and see how the octopus moves!
Push the air pump hard!","문어는 왜 내려갔다 올라갔다 할까요?
공기 펌프를 눌렀을 때
공기: 공간이 줄어들었어.
물이 안으로 들어가요.
부력이 약해져서 가라낝아요.

공기 펌프를 놓았을 때
공기: 물이 나가니까 공간이 늘어났어.
부력이 커져서 올라가요.","Why does the octopus go up and down?
When you press the air pump:
Air: Oh, my space is shrinking!
Water rushes inside the octopus.
Its buoyancy gets weak, so it sinks down!

When you let go of the air pump:
Air: The water went out, so I have more room!
Its buoyancy gets strong, so it floats back up!",,ㄱ' 스티커 떨어짐,,,
,,체험,작동형,"체험방법
Try it","체험 꿀팁!
1. 공기펌프를 꾹 누른다
Press the aur pump 
2. 손을 떼지 않고 3초 기다린다
Keep your hand on it and wait for 3 seconds
3. 문어가 내려가는 것을 관찰한다. 
Observe the octopus going down","Try it!
1. Press the aur pump 
2. Keep your hand on it and wait for 3 seconds
3. Observe the octopus going down",,,,,,,
탐구-11,기계 Machine,패널,텍스트,"자동차
Automobile","자동차
Automobile
자동차는 사람과 물건을 옮기기 위해 기계의 힘으로 바퀴를 굴려 땅 위를 움직일 수 있도록 만든 운송수단을 말해요.
자동차는 여러 부품으로 이루어져 있으며 각 부분이 함께 연결되어 움직인답니다.
비어 있는 부품들을 맞춰보며 자동차의 구조를 살펴보아요.","Automobile
A car is a moving machine that rolls on wheels to carry people and things on the ground!
A car is made of many different parts, and they all work together to make it move.
Let's match the missing parts and learn how a car is built!",,,,,,,
탐구-12,,쇼케이스 패널,텍스트,"브레이크
Break","브레이크 Break
달리고 있는 자동차의 속도를 줄이거나 멈추게 하려면 브레이크 페달을 밟아요.
페달과 연결된 관 속의 오일을 통해 전해진 강한 힘으로 브레이크 슈가 바퀴를 꽉 잡아 자동차를 멈추게 해요.","Brake
To slow down or stop a moving car, you step on the brake pedal!
The strong push travels through special oil in a tube, making the brake pads squeeze the wheels tightly to stop the car.",,,,,,,
,,체험,작동형,"체험방법
Try it","1. 시작 버튼 누르기
2. 페달을 밟아주세요.","1. Press the start button.
2. Step on the pedal!",,,,,,,
탐구-13,,쇼케이스 패널,텍스트,"변속기
Transmission","변속기
Transmission
변속기는 다양한 크기의 톱니바퀴들로 이루어져 있어요.
위, 아래 크기가 다른 두 개의 톱니바퀴가 서로 연결되어 돌아가며 자동차를 빠르게 또는 천천히 달릴 수 있게 해요.","Transmission
The transmission is made of gear wheels of all different sizes!
When a big gear and a small gear connect and turn together, they help the car drive fast or slow.",자동차가 빠르게 달리고 있을 때 바퀴와 연결된 톱니바퀴의 크기는 클까요? 작을까요? 서로 맞물리는 톱니바퀴의 크기에 따라 속도가 달라져요.,"When a car is driving really fast, is the gear connected to the wheels big or small? The speed changes depending on the size of the connected gears!",,,,,
,,체험,작동형,"체험방법
Try it","물려있는 도그 클러치와 기어의 크기와 바퀴의 속도 차이를 확인하세요!
시작버튼, 저속버튼, 고속버튼","Look closely at how the connected clutch and gears change the speed of the wheels!
Start Button, Slow Button, Fast Button",,,,,,,
탐구-14,,쇼케이스 패널,텍스트,"클러치
Clutch","클러치 Clutch
자동차는 엔진의 힘으로 움직여요.
엔진의 힘을 바퀴로 보낼 수 있게 이어주는 기계를 클러치라고 해요.
자동차가 출발하거나 멈출 때, 속도를 바꿀 때는 페달을 밟아서 엔진과 바퀴의 연결을 잠깐 끊어요.
이렇게 하면 자동차를 부드럽게 움직일 수 있어요.","Clutch
A car moves using the power of its engine!
The machine that connects the engine's power to the wheels is called a clutch.
When the car starts, stops, or changes speed, you step on the pedal to quickly disconnect the engine from the wheels.
This helps the car move very smoothly!","엔진이란 휘발유, 경유 같은 연료를 태워 자동차가 움직일 수 있는 힘을 만들어 내는 기계를 말해요.",An engine is a machine that burns fuel like gas or diesel to make the power that moves a car!,,,,,
,,체험,작동형,"체험방법
Try it","1. 시작 버튼 누르기
2. 페달을 밟아주세요.","1. Press the start button.
2. Step on the pedal!",,,,,,,
탐구-15,,패널,텍스트,"나만의 기계만들기
Creating My Own Machine","나만의 기계만들기 Creating My Own Machine
볼트, 너트, 블록 등 다양한 교구를 이용해 나만의 기계를 자유롭게 만들어 보세요.
모두가 즐겁게 이용할 수 있는 방법
? 5세 이하 어린이는 보호자와 함께 해주세요.
? 음식물은 휴게실에서 섭취해 주세요.
? 두 가지 교구가 섞이지 않게 주의해서 체험해 주세요.
?'줄'교구는 몸에 감고 놀지 않도록 주의해서 체험해 주세요.
? 다른 친구를 위해 사용한 교구는 제자리에 정리해 주세요.","Creating My Own Machine
Use bolts, nuts, and blocks to build your very own machine!
Rules for everyone to have fun!
- Children under 5 should play with a grown-up.
- Please eat your snacks in the resting area.
- Be careful not to mix the two different types of toys!
- Please do not wrap the string toys around your body.
- Put the toys back in their place for the next friends!",,,,,,,
,,체험,쉼터,"안내사항
Information","나만의 기계만들기
- 상상력으로 자유롭게 기계 장치를 만들면서 과학 원리 탐구!
- 신발은 신발장에 넣어주세요!
- 운영시간: 09:30~17:00
- 이용 안내: 체험 후 정리하기","Creating My Own Machine
- Use your imagination to build machines and discover science!
- Please put your shoes in the shoe rack.
- Opening Hours: 09:30 ~ 17:00
- Rule: Please clean up after playing!","나만의 기계 만들기
볼트와 너트, 블럭을 이용해 자유롭게 기계를 만들어 보세요. 교구는 2종류가 있어요.
다음 친구를 위해 조립했던 교구는 분리해서
정리해주세요.","Creating My Own Machine
Use bolts, nuts, and blocks to freely build your own machine! There are 2 types of toy sets.
Please take apart what you built and put it away for the next friend!","음식물 금지
2층 휴게실을 이용해주세요.
No food or drinks here, please!
Please enjoy your snacks in the resting area on the 2nd floor.",,,,
탐구-16,,체험,작동형,"가장 빠른 길은?
Cycloid","가장 빠른 길은? Cycloid
바퀴를 평평한 면에 굴렸을 때 바퀴 위의 한 점이 그리는 곡선을 '사이클로이드 곡선'이라고 해요 이 곡선을 따라 내려오는 것이 직선보다 가속도가 크기 때문에 빠르게 내려올 수 있어요","Which Path is the Fastest? Cycloid
When a wheel rolls on a flat floor, the path drawn by one point on the wheel is called a Cycloid Curve. Rolling down this curvy path is actually faster than going down a straight line because it gives a big speed boost!",,,,고장,,,
,,패널,텍스트,"체험방법
Try it","이렇게 해봐요
1. 레버를 위아래로 조절해 길을 만들어봐요.
2 꼭대기에서 물체를 출발시켜요.
3. 다양한 길을 만들어 속도를 비교해봐요.","Try it like this!
1. Move the lever up and down to make a path.
2. Let the object slide down from the top!
3. Make different paths and see which one is the fastest!","레일을 손으로 잡으면 내려오는 자동차에 다칠 수 있어요.
자동차가 내려올 때는 레일을 손으로 잡지 마세요.","If you hold the track, the speeding car might hurt your hand!
Please keep your hands away from the track when the car is rolling down.","손끼임 조심
Watch your fingers!",,,,
탐구-17,,쇼페이스 패널,텍스트,"다누리호
(KPLO, Korea Pathfinder Lunar Orbiter)","다누리호(KPLO, Korea Pathfinder Lunar Orbiter)
다누리(KPLO)은 가로, 세로, 높이 각각 1.82m, 2.14m, 2.29m 크기의 본체와 6개 탑재체로 구성된다. (전시된 모형은 다누리호의 3분의 1사이즈로 제작되었다.)
태양전자판 펼쳤을 떄 너비: 6.3m, 총 무게: 678kg, 발사일: 2022년 8월 5일, 달에 가는데 걸린 시간: 약 4개월, 도착일: 2022년 12월 26일, 임무기간 ~2025년 12월 31일

대한민국 첫 달 탐사선인 다누리는 달 100km 고도를 비행하며 달 관측 임무를 수행하는 무인 탐사선이다. 한국항공우주연구원이 시스템, 본체, 지상국을 괄하고 국내 대학과 연구기관, 그리고 미국의 NASA가 탑재체와 심우주 통신, 항행 기술을 지원한다.
'다누리'라는 이름은 달 탐사선 명칭공모전'을 통해 선정된 이름으로 순 우리말인 '달'과 '누리다' 의 '누리'를 한쳐 '달을 남김없이 모두 누리고 오길 바라는 마음'과 '최초의 달 탐사가 성공적이기를 기원하는 의미'를 담았다고 한다.

< 탑재체 소개 >
고해상도카메라 : 달 표면 관측 및 주요 착륙 후보지 광학 촬영
? 자기장측정기 : 달 표면 및 주위의 자기장 세기 측정
? 감마선분광기: 달 자원 탐사를 위한 감마선 분쟁 측정
? 광시야편광카메라 : 세계 최초로 달 표면 편광지도 제작
? 우주인터넷탑재체 : 지구와 달 궤도선 간 우주인터넷 통신 기술 검증
? 영구음영지역카메라 : 얼음이 있을 것으로 추정되는 달 국지역 촬영","Danuri (KPLO)
Danuri's main body is 1.82m wide, 2.14m long, and 2.29m tall, and it carries 6 special tools! (The model you see here is one-third the size of the real Danuri.)
Width with solar panels open: 6.3m, Total weight: 678kg, Launch date: August 5, 2022, Time to reach the moon: about 4 months, Arrival date: December 26, 2022, Mission time: until December 31, 2025.

Korea's very first moon explorer, Danuri, is a robot spaceship flying 100km above the moon to observe it! The Korea Aerospace Research Institute manages it, and universities, research centers, and NASA from the US are all helping together.
The name Danuri was chosen by people! It mixes the Korean words for Moon and Enjoy, meaning we hope the spaceship explores every fun part of the moon successfully.

< Danuri's Special Tools! >
? High-Resolution Camera: Takes clear pictures of the moon's surface and spots to land.
? Magnetic Field Instrument: Measures the invisible magnetic forces around the moon.
? Gamma-Ray Spectrometer: Looks for hidden treasures and resources on the moon.
? Polarimetric Camera: Makes the world's very first special light map of the moon!
? Space Internet Tool: Tests if we can use the internet between Earth and the moon!
? Shadow Camera: Takes pictures of the super dark parts of the moon where ice might be hiding.",,,"손으로 밀면 ""위험""해요!
Pushing with your hands is dangerous!",좌측 작동 이상,,,
