ID,분류,전시형태,작동방식,제목,내용,영문 내용,세부 설명,영문 세부 설명,비고 및 주의사항,상태,영문,사진1,사진2
,,패널,텍스트,"브레인 헬스마켓
Brain Health Market","다크초콜릿

주요 영양소
플라보노이드,카페인,마그네슘

뇌에 좋은 이유
플라보노이드가 뇌혈류를 증가시키고, 항산화 작용과 집중력, 기분 조절에 도움을 줘요.

핵심효과
집중력 향상, 기분 안정",,,,,,,,
,,패널,텍스트,"브레인 헬스마켓
Brain Health Market","고등어

주요 영양소
DHA, EPA, 셀레늄, 단백질

뇌에 좋은 이유
오메가-3가 신경전달 개선하고, 염증 완화에 도움을 줍니다.

핵심효과
인지력 유지, 뇌 노화 예방",,,,,,,,
,,패널,텍스트,"브레인 헬스마켓
Brain Health Market","연어

주요 영양소
DHA, EPA, 비타민 D, 단백질

뇌에 좋은 이유
오메가-3 지방산이 뇌세포막을 구성하고 시냅스 기능을 향상하며, 알츠하이머 위험을 감소해요.

핵심효과
기억력 개선, 염증 억제",,,,,,,,
생각-6,"반응속도 테스트
Test Your Reaction Time",체험,작동형,"반응속도 테스트
Test Your Reaction Time","뇌의 반응속도

우리가 무언가를 보고, 듣고, 만졌을 때 뇌는 아주 빠르게 반응해요.
이때 뉴런들은 전기 화학 신호를 이용해 서로 번개처럼 정보를 주고 받아요. 그래서 뜨거운 걸 만지면 바로 손을 빼고, 공이 날아오면 재빨리 피할 수 있어요.
우리가 눈으로 보고 반응하는 속도는 얼마나 빠를까요?",,"1. 플레이어는 투수가 준비하면 버튼을 누를 준비해 주세요.
2. 랜덤한 타이밍에 투수가 공을 던집니다.
3. 투수가 공을 던지면 버튼을 눌러주세요.
4. 버튼을 누를 때 걸린 시간을 측정해서 출력해 드려요.",,버튼은 한 번만 눌러주세요.,,,,
생각-7,"뇌의 착각! 데자뷰
The Deja Vu Effect",체험,작동형,"뇌의 착각! 데자뷰
The Deja Vu Effect","어디서 본 것 같은 순간, 혹시 이장면을 본 적 있나요?
화면 속 미션을 따라 하며 두 화면의 움직임을 비교해 보아요!
아래 캐릭터를 따라 해보세요!
데자뷰 체험 진행 중…",,,,,,,,
,,패널,텍스트,"뇌의 착각! 데자뷰
The Deja Vu Effect","이 장면을 본 적 있나요?
지금 처음 겪는 순간인데도 이미 경험한 것처럼 느껴진 적이 있나요? 이처럼 현재의 경험이 과거의 기억처럼 느껴지는 현상을 데자뷰(D?j? vu)라고 합니다. 우리의 뇌는 들어오는 정보와 기억 속 정보를 함께 처리하는 과정에서 착각을 만들기도 합니다. 
이 전시에서는 나의 움직임이 반복되어 나타나는 모습을 통해 현재의 순간이 기억처럼 느껴지는 경험을 해볼 수 있습니다.",,,,,,,,
생각-10,,패널,텍스트,"기억력 테스트
Memory Challenge","배운 내용이나 경험, 추억처럼 오랫동안 저장되는 기억입니다.
반복과 의미를 부여하면 단기기억이 장기기억으로 저장됩니다.

단기기억(작업기억)
몇 초에서 몇십 초 정도의 짧은 시간 동안 떠올리는 기억 (예: 카드 뒤집기 게임에서 위치 기억하기)

장기기억
오랫동안 저장되어 시간이 지나도 떠올릴 수 있는 기억 (예: 가족 생일, 자전거 타는 방법, 친구 이름)",,,,,,,,
,,체험,작동형,아인슈타인의 뇌?!,"뇌가 크면 똑똑할까?
인류 역사상 가장 똑똑한 사람 중 한 명으로 꼽히는 알버트 아인슈타인의 뇌 무게는 약 1,230g으로 평균 성인 남성보다 약 170g 가벼웠습니다.
그렇다면 뇌가 클수록 더 똑똑하다는 말은 맞을까요?
그렇지 않습니다.
과학자들은 '뇌의 크기, 무게'보다 '신경세포(뉴런)가 어떻게 연결되어 있는지'가 더 중요하다고 말합니다. 뉴런이 복잡하게 연결되어 있을수록 더 많은 정보를 효율적으로 처리할 수 있기 때문입니다.
결국 아인슈타인의 천재성은 뇌의 크기보다 정보를 연결하고 처리하는 방식, 뇌의 구조와 작동 방식과 관련이 있었을 가능성이 큽니다.

아인슈타인의 뇌는 특별했을까?
아인슈타인의 사망 이후, 그의 뇌는 연구를 위해 보관되었고, 촬영된 사진과 연구 결과가 공개되었습니다.
아인슈타인의 뇌는 두정엽(마루엽) 하단이 평균보다 약15% 더 크게 관찰되었고, 이 영역은 공간 감각, 수학적 사고, 추상적 사고와 관련이 있습니다.",,,,,,,,
생각-11,"뇌가 크면 똑똑할까?
Are bigger brains smarter?",패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","동물의 뇌
동물 중에서 뇌가 가장 큰 동물은 무엇일까요?
넓은 바다를 헤엄치는 거대한 생물, 향유고래 입니다. 향유래의 뇌는 약 Bkg으로, 지구에서 가장 큰 뇌를 가지고 있습니다. 하지만 뇌의 크기가 크다고 해서 더 똑똑한 것은 아닙니다.
함유시대를 인간보다 부터 수는 식시킨 소리를 이용한 의사소통 능력이 매우 발달해 있습니다.

똑똑한 동물은 누구일까요?
대표적으로 코끼리, 돌고래, 까마귀가 있습니다.
코끼리는 감정을 표현하고 오래된 기억을 간직합니다.
그래서 수십 년 전에 본 사람도 기억할 수 있습니다.
돌고래는 거울을 보고 자신을 알아볼 수 있으며, 문제 해결 능력이 뛰어납니다. 까마귀는 도구를 만들어 사용하고, 문제 해결 능력을 가지고 있습니다.

아주 작은 뇌를 가진 동물의 에는 무엇일까요?
대표적으로 작고도 놀라운 곤충, 초파리가 있습니다 초파리의 뇌는 약 0.5mm로 매우 작지만, 학습하고 기억하며 고민하는 행동도 보인답니다.

인간과 가장 비슷한 뇌를 가진 동물은 누구일까요?
숲속의 영리한 친구, 침팬지입니다.
침팬지는 인간과 유전자의 약 98.7%가 같고, 기억력과 문제 해결 능력이 매우 뛰어납니다.",,"원숭이(Monkey)
뇌의 무게: 약 80~120g

침팬지(Chimpanzee)
뇌의 무게: 약 350~400g

돌고래(Dolphin)
뇌의 무게: 약 1,500~1,700g

돼지(Pig)
뇌의 무게: 약 180~200g

코끼리(Elephant)
뇌의 무게: 약 4,500~5,500g

하마(Hippopotemus)
뇌의 무게: 약 450~500g

양(Sheep)
뇌의 무게: 약 130~140g

생쥐(Mouse)
뇌의 무게: 약 0.4~0.5g",,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","뇌가 여러 개인 통불도 있을까요?
바다에 사는 문어가 그렇답니다. 문어는 머리에 있는 뇌뿐만 아니라 각 팔에도 독립적으로 움직이는 신경 다발을 가지고 있습니다. 그래서 마치 여러 개의 뇌를 가진 것처럼 보여요.

뇌가 없는 통불도 있을까요?
성게와 불가사리는 중앙에서 명령하는 뇌가 없이 몸 전체에 퍼진 신경계로 움직입니다.
또한 해파리, 말미잘도 뇌 없이 살아가지요.

가장 오래된 뇌의 흔적은 무엇일까요?
아주 오래전 바다에 살았던 고대 생물, 삼엽충입니다!
약 5억 2천만 년 전 화석에서 삼엽충의 신경계 구조 흔적이 발견되었어요.",,"향유고래(Sperm whale)
뇌의 무게: 약 8,000~8,500g

기린(Giraffe)
뇌의 무게: 약 400~600g

고양이(Cat)
뇌의 무게: 약 25~30g

악어(Cracadile)
뇌의 무게: 약 B0g

개구리(Frog)
뇌의 무게: 약 0.05~0.1g

사람(Human)
뇌의 무게: 약 1,200~1,400g",,,,,,
생각-12,뉴런은 어떻게 연결될까?,체험,작동형,뉴런은 어떻게 연결될까?,"뉴런은 어떻게 연결될까?
화면을 터치하여 체험을 시작해보세요.",,,,,,,,
,,패널,텍스트,뉴런은 어떻게 연결될까?,"뉴런이란?
뉴런(신경세포)은 몸속에서 정보를 전하는 아주 작은 세포예요.

우리가 보고, 생각하고, 기억하고, 움직이는 것은 뉴런의 활동을 통해 이루어져요. 서로 다른 뉴런끼리 직접 연결이 아닌 전기 화학 신호로 정보를 전달해요.
나뭇가지처럼 여러갈래로 뻗친 부분(가지돌기)와 전선을 닮은 길쭉한 부분(축삭돌기)을 가지고 있는데, 축삭돌기에서 나온 신호를 가지돌기가 받아 다시 축삭돌기로 보내며, ""느꼈어"", ""생각했어"", ""움직여!"" 같은 신호를 전달해요.
뉴런은 뇌와 척수에 아주 많이 있고, 우리 몸 전체에도 퍼져 있어요.",,,,,,,,
,,패널,텍스트,뉴런은 어떻게 연결될까?,"뉴턴이란?
뉴런은 하는 일에 따라 세가지 종류가 있어요.

1. 감각 뉴런
눈, 귀, 피부에서 느낀 정보를 뇌로 보내요
2. 운동 뉴런
뇌의 명령을 받아 근육을 움직이게 해요.
3. 연결 뉴런
뇌와 척수 안에서 뉴런끼리 정보를 이어 줘요.",,,,,,,,
,,체험,쉼터,뉴런은 어떻게 연결될까?,"뉴런의 구조

가지돌기: 다른 뉴런에서 보내는 전기 화학 신호를 받아 신경세포체에 전달해요. 여러갈래로 뻗어 있어요.

축삭 돌기: 전기 화학 신호를 다른 뉴런에 보내요. 가지돌기와 달리 뻗을수록 점점 얇아지고 길이가 더 길어요.

신경세포체: 가지돌기가 달려있는 중심 부분으로, 뉴런에 영양을 공급하고 유지시키는 일을 해요. 뉴런에 따라 크기와 모양이 다양하며 대부분 아주 작아요.",,,,,,,,
생각-13,"뇌가 크면 똑똑할까?
Are bigger brains smarter?",패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","뇌의 크기가 클수록 똑똑할까?

대내화지수(EQ) = 실제 뇌 무게 E/ 0.12 X 체중(P)^2/3
*체중 단위는 kg

몸이 큰 코끼리는 뇌도 커요!
그럼 사람보다 코끼리가 똑똑할까요?

뇌가 몸 크기에 비해 얼마나 큰지 나타내는 숫자를
'대뇌화지수'라고 합니다.
코끼리는 뇌가 크지만 몸도 커서 대뇌화지수가 낮고, 사람은 몸 크기에 비해 뇌가 커서 대뇌화지수가 커요.
대뇌화지수가 높을수록 학습이나 도구 사용, 사회적 행동이 발달합니다.

하지만! 지능을 직접적으로 측정하는 수치는 아니에요.
대뇌화지수가 낮아도 문제해결능력이 뛰어날 수 있어요!",,,,,,,,
,,체험,작동형,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","알고 싶은 동물을 터치해 보세요.
코끼리, 강아지, 원숭이, 쥐, 고양이, 돌고래, 박쥐, 인간",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","쥐(EQ 0.4~0.6)
대뇌피질 신경세포: 약 3천만
뇌 무게: 약 2g

몸집에 비해 뇌 구조가 단순한 편입니다.
대뇌피질의 신경세포 수는 적은 편이지만 미로를 학습하거나 보상을 기억하는 기본적인 학습 능력과 기억 능력을 가지고 있습니다. 짧은 시간 안에 행동을 바꾸는 적응 능력이 뛰어난 동물입니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","박쥐(EQ 1.1~1.4)
대뇌피질 신경세포: 약 2~3억(종에 따라 차이가 큼)
뇌 무게: 약 0.3~1g

몸집에 비해 청각 처리에 특화된 뇌 구조를 가진 동물입니다. 소리를 내고 되돌아온 음파를 분석하는 능력을 가지고 있어 청각 정보를 매우 정교하게 처리하는 영역이 발달해 있습니다. 대뇌피질의 신경세포 수는 많지 않지만 어두운 환경에서 공간을 인식하고 장애물을 피하는 등 감각 정보를 효율적으로 활용하는 능력이 뛰어납니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","고양이(EQ 1.0~1.2)
대뇌피질 신경세포: 약 2.5억(종에 따라 차이가 큼)
뇌 무게: 약 25~30g

몸집에 비해 감각 처리에 특화된 뇌 구조를 가졌으며, 특히 시각과 청각 정보를 처리하는 영역이 잘 발달 되어 있습니다. 대뇌피질 신경세포 수는 개보다 적지만, 감각 정보를 빠르게 활용하여 순간적인 판단과 민첩한 반응이 필요한 사냥과 같은 단독행동에 적합합니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","개(EQ 1.2~1.6)
대뇌피질 신경세포: 약 5억
뇌 무게: 약 74g

인간보다 뇌의 크기는 작지만, 후각과 감각 처리에 특화된 뇌 구조를 가지고 있습니다. 특히 냄새 정보를 처리하는 영역이 잘 발달 되어 미세한 냄새 차이를 구별하는 능력이 뛰어납니다. 인간과의 상호작용과 사회적 학습 능력이 발달했습니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","오랑우탄(EQ 2.3~2.8)
대뇌피질 신경세포: 약 85억
뇌 무게: 약 400g

인간 다음으로 대뇌피질이 잘 발달한 동물입니다. 문제 해결, 도구 사용, 기억과 같은 인지 활동이 발달 되어 있습니다. 느리고 신중한 행동을 보이며, 환경을 관찰하고 계획적으로 행동하는데 유리한 뇌 구조를 가지고 있습니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","돌고래(EQ 5)
대뇌피질 신경세포: 약 55억
뇌 무게: 약 1700g

대뇌화지수가 매우 높은 동물 중 하나입니다. 사회적 의사소통, 문제 해결, 학습 능력이 뛰어납니다. 특히 무리를 이루어 생활하며 소리와 행동 신호를 이용한 복잡한 사회적 상호작용을 합니다. 소리를 이용해 주변을 인식하는 능력을 가지고 있어 청각 정보를 정교하게 처리하는 뇌 영역이 발달해 있습니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","인간(EQ 7.4~7.8)
대뇌피질 신경세포: 약 150억
뇌 무게: 약 1350g

대뇌화지수가 매우 높고 대뇌피질 신경세포 수도 많습니다. 전두엽의 비율이 높아 문제 해결에 강점을 가지며, 정보처리 속도도 매우 우수합니다. 언어와 상징 문화의 발달로 고도의 사고와 사회적 협력이 가능합니다.",,,,,,,,
,,패널,텍스트,"뇌가 크면 똑똑할까?
Are bigger brains smarter?","코끼리(EQ 1.3~2)
대뇌피질 신경세포: 약 60억(추정치)
뇌 무게: 약 5000g

뇌는 크지만 대뇌피질 신경세포 수는 상대적으로 적습니다. 뇌의 크기보다 구조와 분포가 중요함을 보여주는 사례입니다. 뛰어난 기억력을 가지고 있으며 가족 단위의 무리를 이루어 생활하면서 사회적 관계를 오래 기억하고 유지합니다. 소리와 진동을 이용해 먼 거리의 정보를 인식하는 능력이 발달해 있습니다.",,,,,,,,
생각-14,"알쏭달쏭 뇌과학
The Brain: Fact or Fiction",패널,텍스트,"알쏭달쏭 뇌과학
The Brain: Fact or Fiction","뇌는 계속 변해요!

뇌는 태어날 때 부터 완성되는 기관이 아니라, 경험과 사용에 따라 변화하는 기관입니다.
이처럼 자극과 학습에 따라 뉴런 사이의 연결이 새롭게 만들어 지거나 강화되는 능력을 뇌 가소성이라고 합니다.
새로운 것을 배우거나 자주 하는 생각과 행동은 뉴런의 연결을 튼튼하게 만들지만 사용하지 않는 연결은 점점 약해져요.
또한 뇌가 다쳤을 때, 다른 영역이 그 일을 대신하기도 합니다.
배우고 연습하고 경험할수록 뇌는 더 잘 작동해요!

지금 이 순간의 활동도 여러분의 뇌를 변화시키고 있을지 몰라요!","Brain Changes, Brain Plasticity

The brain is not fixed at birth. It changes with learning and experience.
Learning and practice make brain connections stronger.
Unused connections can become weaker. (When the brain is injured, other parts of the brain can sometimes take over.)
So, the more you learn, practice, and experience, the better your brain works.",,,,,,,
,,체험,OX퀴즈,"알쏭달쏭 뇌과학
The Brain: Fact or Fiction","멍게는 자신의 뇌를 스스로 먹는다.
X, 멍게는 성체가 되면 자신의 뇌를 없애는데 신경계가 되와하면서 내부기관으로 흡수할 뿐 스스로 먹는 행위는 아니다.

인간은 실제로 뇌의 10%만 사용한다.
X, 뇌는 항상 100%를 사용하고 있다.
뇌 영상 연구결과 뇌의 모든 부위가 다양한 기능을 수행하며 활성화됨이 밝혀졌다.

좌뇌는 논리, 우뇌는 창의성을 담당한다.
X, 좌뇌와 우뇌의 기능 차이가 존재함은 밝혀졌지만 완전히 분리된 역할을 한다는 뜻은 아니며 서로 긴밀히 협력하면서 이루어진다.

뇌의 크기가 클수록 IQ도 높다.
X, 뇌 크기와 지능은 직접적인 연관성이 없다. 지능은 뇌의 크기가 아니라 뉴런 간의 연결성과 시냅스 가소성에 의해 결정된다.",,"알코올은 뇌세포를 파괴한다.
X, 알코올은 뉴련을 직접 죽이지는 않지만 기능을 저하시킨다. 적당한 음주는 큰 영향을 미치지 않지만 지속적인 과음은 뉴련 간의 연결을 손상시켜 기억력 저하 및 뇌 기능 저하를 유발할 수 있다.

뇌세포는 한번 손상되면 재생되지 않는다.
X, 신경세포는 일부 재생될 수 있다.

클래식 음악을 들으면 IQ가 높아진다.(모차르트 효과)
X, 클래식 음악 자체가 1Q를 높이는 것은 아니다.
다만, 음악을 배우거나 연주하는 과정이 기억력과 인지 능력을 향상시킬 수 있다.

나이가 들면 뇌의 학습 능력이 감소한다.
X, 신경가소성 덕분에 성인도 새로운 정보를 학습하고 신경 회로를 형성할 수 있다.",,,,,,
,,체험,OX퀴즈,"알쏭달쏭 뇌과학
The Brain: Fact or Fiction","뇌는 쓰면 쓸수록 젊어진다.
무조건 뇌를 많이 쓴다고 젊어지는 것은 아니지만 올바른 방식으로 뇌를 자극하면 신경가소성을 통해 뇌 기능을 유지하고 향상할 수 있다. 

뇌도 운동하면 젊어진다.
운동을 하면 신경세포가 활성화되고 신경망이 강화되면서 젊어진다.
신경가소성 증가, 뇌세포 성장 축진, 혈류 증가로 인한 산소와 영양 공급 강화, 해마 활성화로 이어진다.

내 아이도 태어날 땐 천재로 자랄 수 있는 가능성을 가지고 있다.
모든 아기는 무한한 가능성을 가지고 태어나지만 타고난 유전과 환경의 영향이 결정적 역할을 한다.

아인슈타인의 실제 뇌의 일부를 보존하여 전시중이다.
뮌헨 독일 과학기술 박물관과 펜실베니아 의과대학 박물관에서 전시중이다.",,"초파리도 생각'을 할 수 있다.
초파리가 복잡한 결정을 내릴 때, 특정 신경회로가 활성화된다는 사실이 밝혀졌다.

미세먼지는 뇌질환 위험을 높인다.
초미세먼지는 뇌에 직접 도달할 수 있으며 신경세포 손상을 유발할 수 있다.

아이의 IQ는 엄마로부터 큰 영향을 받는다.
세모, 지능과 관련된 일부 유전자는 X엄색체에 있으며, 남성(XY)는 X염색체를 엄마에게서만 받고, 여성(XX)은 엄마와 아바 모두에게 받는다. 그러나 지능은 X염색체 만으로 설명할 수 없으며, 유전과 환경(교육)이 함께 영향을 준다.

금붕어의 기억력은 3초다.
X, 금붕어의 기억력은 최대 6개월이며 훈련만 받으면 수족관에서 축구도 할 수 있다.",,,,,,
,,체험,OX퀴즈,"알쏭달쏭 뇌과학
The Brain: Fact or Fiction","제2의 뇌는 우리의 내장에 있다.
내장을 덮고있는 뉴런 연결망은 1억개의 신경세포로 이루어져있고 뇌와 연결되어 서로 영향을 미친다.

아침을 거르면 뇌기능이 활발해진다.
X, 아침을 거르면 뇌 활동이 둔해진다.

외상성 뇌손상으로 치매가 올 수 있다.
심한 외상성 뇌손상의 경우 다양한 뇌신경 퇴행성 질환들이 오기 쉽다. 가벼운 뇌손상 정도로는 생기지 않는다.

헤딩을 자주하면 뇌 손상이 온다.
X, 목의 근육이 발달되지 않은 경우는 조심해야 하지만 가벼운 충격으로 뇌 손상이 오지 않는다.","



.","꿀밤을 맞으면 뇌세포가 죽는다.
X, 가벼운 충격으로 뺑증은 생길 수 있지만 뇌세포를 죽이지는 않는다.

외상성 뇌손상으로 인해 성격 변화가 생길 수 있다.
사고, 폭력등에 의한 뇌손상은 감정조절이 힘들 수 있다.

뇌는 달리면 똑똑해진다.
달리기와 같은 신체활동이 뇌를 활성화시켜 인지력을 높이고 기억력을 향상시킨다.

아인슈타인의 뇌는 일반인과 차이가 없다.
세모, 두정업의 구조, 좌우 대칭, 글리아 세포 일도 등 차이가 있지만 이것이 그의 천재성과 직접관인 관련이 있는지 현재까지도 논란 중이다",,,,,,
